60	0
300	0
305	0.098214
310	0.196429
315	0.294643
320	0.392857
325	0.491071
330	0.589286
335	0.6875
340	0.785714
345	0.883929
350	0.982143
355	0.988095
360	0.994048
365	1
370	0.989796
375	0.979592
380	0.969388
385	0.959184
390	0.94898
395	0.938775
400	0.928571
405	0.914286
410	0.9
415	0.885714
420	0.871429
425	0.857143
430	0.842857
435	0.828571
440	0.814286
445	0.8
450	0.785714
455	0.755357
460	0.725
465	0.694643
470	0.664286
475	0.633929
480	0.603571
485	0.573214
490	0.542857
495	0.5125
500	0.482143
505	0.451786
510	0.421429
515	0.391071
520	0.360714
525	0.330357
530	0.3
535	0.269643
540	0.239286
545	0.208929
550	0.178571
555	0.167857
560	0.157143
565	0.146429
570	0.135714
575	0.125
580	0.114286
585	0.103571
590	0.092857
595	0.082143
600	0.071429
605	0.067857
610	0.064286
615	0.060714
620	0.057143
625	0.053571
630	0.05
635	0.046429
640	0.042857
645	0.039286
650	0.035714
655	0.032143
660	0.028571
665	0.025
670	0.021429
675	0.017857
680	0.014286
685	0.010714
690	0.007143
695	0.003571
700	0
800	0

