190	2122.03
200	3054.65
210	3987.27
220	5131.29
230	6518.85
240	8184.56
250	10165.5
260	12501
270	15232.8
280	18405
290	22064
300	26258.1
310	31038.4
320	36457.4
330	42570.3
340	49433.5
350	57106.6
360	65650.2
370	75126.9
380	85602.8
390	97142.7
400	109816
410	123694
420	138847
430	155351
440	173280
450	192716
460	213734
470	236413
480	260843
490	287105
500	315279
510	345470
520	377750
530	412223
540	448973
550	488103
560	529706
570	573879
580	620737
590	670356
600	722859
610	778345
620	836919
630	898711
640	963791
650	1032330
660	1104370
670	1180080
680	1259550
690	1342950
700	1430320
710	1521840
720	1617650
730	1717830
